Material_ID,C,Mn,Si,Cr,Ni,Mo,V,N,Nb,Co,W,Al,Ti,Heat treatment/C,YS/MPa,UTS/MPa,Elong/%
441,0.04,0.01,0.01,12.49,8.3,2.21,0.01,0,0.01,0.01,0,1.02,0.09,927,1378,1412.5,17
442,0.04,0.01,0.01,12.49,8.3,2.21,0.01,0,0.01,0.01,0,1.02,0.09,927,1378,,17
443,0.04,0.01,0.01,12.49,8.3,2.21,0.01,0,0.01,0.01,0,1.02,0.09,927,1378,1412.5,17
444,0.03,0.01,0.01,12.54,8.38,2.24,0.01,0,0.01,0.01,0,1.03,0.01,927,1288.4,1309.1,16
445,0.03,0.01,0.01,12.54,8.38,2.24,0.01,0,0.01,0.01,0,1.03,0.01,927,1288.4,,16
446,0.03,0.01,0.01,12.54,8.38,2.24,0.01,0,0.01,0.01,0,1.03,0.01,927,1288.4,1309.1,16
447,0.03,0.01,0.01,12.54,8.38,2.24,0.01,0,0.01,0.01,0,1.03,0.01,927,1288.4,,
448,0.03,0.01,0.01,12.54,8.38,2.24,0.01,0,0.01,0.01,0,1.03,0.01,927,1212.6,1240.2,17
449,0.03,0.01,0.01,12.54,8.38,2.24,0.01,0,0.01,0.01,0,1.03,0.01,927,1212.6,1240.2,17
450,0.03,0.01,0.01,12.54,8.38,2.24,0.01,0,0.01,0.01,0,1.03,0.01,927,1212.6,1240.2,17
451,0.03,0.01,0.01,12.54,8.38,2.24,0.01,0,0.01,0.01,0,1.03,0.01,927,,1240.2,17
452,0.03,0.01,0.01,12.57,8.29,2.22,0.01,0.01,0.01,0.01,0,1.05,0.01,927,1288.4,1316,16
453,0.03,0.01,0.01,12.57,8.29,2.22,0.01,0.01,0.01,0.01,0,1.05,0.01,927,1288.4,1316,16
454,0.03,0.01,0.01,12.57,8.29,2.22,0.01,0.01,0.01,0.01,0,1.05,0.01,927,1288.4,1316,16
455,0.03,0.01,0.01,12.57,8.29,2.22,0.01,0.01,0.01,0.01,0,1.05,0.01,927,1288.4,1316,16
456,0.03,0.01,0.01,12.57,8.29,2.22,0.01,0.01,0.01,0.01,0,1.05,0.01,927,1260.9,1288.4,17
457,0.03,0.01,0.01,12.57,8.29,2.22,0.01,0.01,0.01,0.01,0,1.05,0.01,927,1260.9,1288.4,
458,0.03,0.01,0.01,12.57,8.29,2.22,0.01,0.01,0.01,0.01,0,1.05,0.01,927,1260.9,1288.4,17
459,0.03,0.01,0.01,12.57,8.29,2.22,0.01,0.01,0.01,0.01,0,1.05,0.01,927,1260.9,1288.4,17
460,0.03,0.01,0.01,12.56,8.31,2.22,0.01,0,0.01,0.01,0,1.02,0.01,927,1274.7,1295.3,16
461,0.03,0.01,0.01,12.56,8.31,2.22,0.01,0,0.01,0.01,0,1.02,0.01,927,1274.7,1295.3,16
462,0.03,0.01,0.01,12.56,8.31,2.22,0.01,0,0.01,0.01,0,1.02,0.01,927,1274.7,1295.3,16
463,0.03,0.01,0.01,12.56,8.31,2.22,0.01,0,0.01,0.01,0,1.02,0.01,927,1274.7,1295.3,16
464,0.03,0.01,0.01,12.56,8.31,2.22,0.01,0,0.01,0.01,0,1.02,0.01,927,1212.6,1240.2,
465,0.03,0.01,0.01,12.56,8.31,2.22,0.01,0,0.01,0.01,0,1.02,0.01,927,1212.6,,17
466,0.03,0.01,0.01,12.56,8.31,2.22,0.01,0,0.01,0.01,0,1.02,0.01,927,1212.6,1240.2,17
467,0.03,0.01,0.01,12.56,8.31,2.22,0.01,0,0.01,0.01,0,1.02,0.01,927,1212.6,1240.2,17
468,0,0.01,0.01,14.3,8.3,2.6,0.01,0,0.01,4.3,0,0.1,0.49,900,1357.3,1481.4,
469,0,0.01,0.01,14.3,8.3,2.6,0.01,0,0.01,4.3,0,0.1,0.49,900,1343.6,1474.5,
470,0,0.01,0.01,14.3,8.4,2.5,0.01,0,0.01,4.3,0,0.12,0.47,900,1274.7,1343.6,
471,0,0.01,0.01,14.3,8.4,2.5,0.01,0,0.01,4.3,0,0.12,0.47,900,1274.7,,
472,0,0.01,0.01,11.85,10.25,1.47,0.01,0,0.01,7.48,0,0.43,0.56,900,1688.1,1763.8,
473,0,0.01,0.01,11.85,10.25,1.47,0.01,0,0.01,7.48,0,0.43,0.56,900,1522.7,1591.6,
474,0,0.01,0.01,11.85,10.25,1.47,0.01,0,0.01,7.48,0,0.43,0.56,900,1508.9,1584.7,
475,0,0.01,0.01,11.85,10.25,1.47,0.01,0,0.01,7.48,0,0.43,0.56,900,1612.3,1701.8,
476,0,0.01,0.01,11.85,10.25,1.47,0.01,0,0.01,7.48,0,0.43,0.56,900,,1632.9,
477,0,0.01,0.01,11.85,10.25,1.47,0.01,0,0.01,7.48,0,0.43,0.56,900,1653.6,1750.1,
478,0,0.01,0.01,11.85,10.25,1.47,0.01,0,0.01,7.48,0,0.43,0.56,900,1577.8,1674.3,
479,0,0.01,0.01,11.11,10,1.23,0.01,0,0.01,7.51,0.28,0.57,0.59,900,1722.5,1805.2,
480,0,0.01,0.01,11.11,10,1.23,0.01,0,0.01,7.51,0.28,0.57,0.59,900,1757,1846.5,
481,0,0.01,0.01,11.11,10,1.23,0.01,0,0.01,7.51,0.28,0.57,0.59,900,1743.2,1832.7,
482,0,0.01,0.01,11.11,10,1.23,0.01,0,0.01,7.51,0.28,0.57,0.59,900,1694.9,1784.5,
483,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1853.4,1922.3,
484,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1825.9,1894.8,
485,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1819,1887.9,
486,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1853.4,1929.2,
487,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1570.9,1639.8,
488,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1564,1632.9,
489,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1832.7,1915.4,
490,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1825.9,1908.5,
491,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1839.6,1929.2,
492,0.01,0.01,0.01,7.74,11.91,0.98,0.01,0,0.01,9.95,0,0.27,0.71,900,1812.1,1901.6,
493,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,1743.2,1791.4,
494,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,1743.2,1791.4,
495,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,1867.2,1922.3,
496,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,1750.1,1805.2,
497,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,,1763.8,
498,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,1874.1,1936.1,
499,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,1750.1,1812.1,
500,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,1743.2,1805.2,
501,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,1757,,
502,0.01,0.01,0.01,8.14,11.95,0.02,0.01,0,0.01,10.48,0,0.39,1.11,900,1743.2,1825.9,
503,0,0.01,0.01,8.67,13.45,0.82,0.01,0,0.01,13.9,0,0.39,0.57,900,,1757,
504,0,0.01,0.01,8.67,13.45,0.82,0.01,0,0.01,13.9,0,0.39,0.57,900,1784.5,1929.2,
505,0,0.01,0.01,8.67,13.45,0.82,0.01,0,0.01,13.9,0,0.39,0.57,900,1763.8,1929.2,
506,0.01,0.01,0.01,8.84,10.81,1.19,0.41,0,0.01,9.24,0,0.43,0.57,900,1674.3,1729.4,
507,0.01,0.01,0.01,8.84,10.81,1.19,0.41,0,0.01,9.24,0,0.43,0.57,900,1846.5,1915.4,
508,0.01,0.01,0.01,8.84,10.81,1.19,0.41,0,0.01,9.24,0,0.43,0.57,900,1819,1887.9,
509,0.01,0.01,0.01,8.84,10.81,1.19,0.41,0,0.01,9.24,0,0.43,0.57,900,1681.2,1750.1,
510,0.23,0.01,0.02,3.12,11.03,1.2,0.01,0,0.01,13.45,0,0.01,0.01,885,1830,2029.1,15.1
511,0.23,0.01,0.02,3.12,11.03,1.2,0.01,0,0.01,13.45,0,0.01,0.01,885,1805.9,2015.3,13.7
512,0.21,0.01,0.01,3.11,11.11,1.19,0.01,0,0.01,13.48,0,0.01,0.01,885,1796.2,1992.6,13.3
513,0.21,0.01,0.01,3.1,11.18,1.19,0.01,0,0.01,13.52,0,0.01,0.01,885,1792.1,1989.1,14.8
514,0.21,0.01,0.01,3.11,11.11,1.19,0.01,0,0.01,13.48,0,0.01,0.01,885,1794.8,1991.2,13.4
515,0.24,0.01,0.01,3.12,11.06,1.19,0.01,0,0.01,13.46,0,0.01,0.01,885,,2014.6,15.4
516,0.23,0.01,0.01,3.11,11.26,1.19,0.01,0,0.01,13.48,0,0.01,0.01,885,,1951.2,15.3
517,0.21,0.01,0.01,3.1,11.18,1.19,0.01,0,0.01,13.52,0,0.01,0.01,885,1792.1,1993.3,15.3
518,0.24,0.01,0.01,3.12,11.06,1.19,0.01,0,0.01,13.46,0,0.01,0.01,885,1805.9,2007.1,16.4
519,0.23,0.01,0.01,3.1,11.08,1.19,0.01,0,0.01,13.49,0,0.01,0.01,885,1761.1,1949.9,15.5
520,0.23,0.01,0.01,3.11,11.26,1.19,0.01,0,0.01,13.48,0,0.01,0.01,885,1781.1,1958.1,15.9
521,0.22,0.01,0.01,3.11,11.22,1.19,0.01,0,0.01,13.51,0,0.01,0.01,885,1729.4,1901,16.4
522,0.23,0.01,0.01,3.1,11.08,1.19,0.01,0,0.01,13.49,0,0.01,0.01,885,1722.5,1916.8,15.7
523,0.22,0.01,0.01,3.11,11.22,1.19,0.01,0,0.01,13.51,0,0.01,0.01,885,1757.6,1949.9,17.1
524,0.23,0.01,0.01,3.11,11.16,1.18,0.01,0,0.01,13.46,0,0.01,0.01,885,1760.4,1949.9,13.3
525,0.23,0.01,0.01,3.11,11.16,1.18,0.01,0,0.01,13.46,0,0.01,0.01,885,1732.8,1941.6,16.3
526,0.01,0.01,0.01,0.01,18.1,1,0.01,0,0.01,0.01,0,0.08,1.8,816,1738,1841,9
527,0.01,0.01,0.01,0.01,17.1,2,0.01,0,0.01,0.01,0,0.07,1.82,816,1875,1972,10
528,0.01,0.01,0.01,0.01,17.5,2.1,2,0,0.01,0.01,0,0.12,2,816,1999,2089,10
529,0.03,0.01,0.01,0.01,18.1,2.2,0.01,0,0.01,0.01,0,0.11,2.5,816,,2130,5
530,0.02,0.01,0.01,0.01,17.8,0.64,0.01,0,0.01,0.01,0,0.08,2.03,816,1731,1855,10
531,0.01,0.01,0.01,0.01,17.4,1.44,0.01,0,0.01,0.01,0,0.08,1.9,816,1393,1641,12
532,0,0.01,0.01,0.01,18.1,3.1,0.01,0,0.01,0.01,0,0.05,1.4,816,1717,1772,13
533,0.02,0.01,0.01,0.01,17.9,3.1,0.9,0,0.01,0.01,0,0.07,1.4,816,1731,1820,10
534,0.02,0.01,0.01,0.01,17.5,0.02,1.9,0,0.01,0.01,0,0.09,2.06,816,1731,1944,6
535,0.03,0.01,0.01,0.01,17.3,0.02,1.8,0,2.5,0.01,0,0.1,1.07,816,1731,1772,8
536,0.02,0.01,0.01,0.01,15.3,1.4,0.01,0,0.01,0.01,0,0.12,2.1,816,1793,1917,4
537,0.02,0.01,0.01,0.01,17.9,0.3,0.01,0,0.01,0.01,0,0.1,1.95,816,1675,1779,9
538,0.02,0.01,0.01,0.01,15.7,2,0.01,0,0.01,0.01,0,0.1,1.98,816,1724,1848,10
539,0.01,0.01,0.01,0.01,21,2.1,0.01,0,0.01,0.01,0,0.13,1.9,816,1662,1889,6
540,0.02,0.01,0.01,0.01,18.6,5.1,0.01,0,0.01,6.9,0,0.12,0.64,816,1026.6,1178.2,14
541,0.03,0.01,0.01,0.01,18.3,5.1,0.01,0,0.01,6.7,0,0.11,0.7,816,1109.3,1281.5,18
542,0.04,0.01,0.01,0.01,18.8,6,0.01,0,0.01,8,0,0.16,0.42,816,1012.8,1198.9,6
543,0.03,0.01,0.01,0.01,18.4,4.9,0.01,0,0.01,7,0,0.15,1.77,816,1233.3,,24
544,0.02,0.01,0.01,0.01,18.6,5.1,0.01,0,0.01,6.7,0,0.12,0.89,816,1088.6,1226.4,21
545,0.02,0.01,0.01,0.01,18.1,4.8,0.01,0,0.3,6.8,0,0.09,0.41,816,1005.9,1109.3,
546,0.02,0.01,0.01,5,11.1,4.8,0.01,0,0.01,6.2,0,0.09,0.82,982,1047.3,1178.2,18
547,0.01,0.01,0.01,5,11.1,5.1,0.01,0,0.01,6.3,0,0.1,1.29,816,1123.1,1247.1,23
548,0.01,0.01,0.01,5,11.2,5,0.01,0,0.01,6.2,0,0.09,1.81,816,1164.4,1288.4,33
549,0.02,0.01,0.01,5.1,11.2,5.1,0.01,0,0.01,6.2,0,0.71,0.94,982,1074.8,1226.4,21
550,0.02,0.01,0.01,5.1,11.2,5.1,0.01,0,0.01,6.2,0,0.71,0.94,816,1068,1233.3,28
551,0.01,0.01,0.01,5.1,11.2,5.1,0.94,0,0.01,6.3,0,0.09,0.78,816,1033.5,1150.6,27
552,0.01,0.01,0.01,5.1,11.2,5.1,0.94,0,0.01,6.3,0,0.09,0.78,982,1047.3,1178.2,17
553,0.02,0.01,0.01,5.1,11.2,5.1,0.49,0,0.01,6.3,0,0.41,0.74,816,1116.2,1205.8,26
554,0.02,0.01,0.01,5.1,11.2,5.1,0.49,0,0.01,6.3,0,0.41,0.74,982,1157.5,1295.3,19
555,0.01,0.01,0.01,0.01,18.5,4.9,0.39,0,0.01,8.7,0,0.51,0.65,982,1164.4,1371.1,22
556,0.01,0.01,0.01,0.01,17,4.8,0.34,0,0.01,8.7,0,0.39,0.67,1066,1302.2,1412.5,20
557,0.01,0.01,0.01,0.01,17,4.8,0.34,0,0.01,8.7,0,0.39,0.67,1149,1302.2,1440,17
558,0.01,0.01,0.01,0.01,17,4.8,0.34,0,0.01,8.7,0,0.39,0.67,899,1302.2,1453.8,21
559,0.01,0.01,0.01,0.01,17,4.8,0.34,0,0.01,8.7,0,0.39,0.67,982,1281.5,1433.1,20
560,0.01,0.01,0.01,0.01,17,4.8,0.34,0,0.01,8.7,0,0.39,0.67,982,1281.5,1433.1,20
561,0.01,0.01,0.01,0.01,17,4.8,0.34,0,0.01,8.7,0,0.39,0.67,816,,1405.6,18
562,0.01,0.01,0.01,0.01,18.5,4.8,0.43,0,0.01,8.7,0,0.95,0.72,982,1288.4,1453.8,20
563,0.01,0.01,0.01,0.01,18.5,4.7,0.01,0,0.01,8.8,0,1.02,0.71,982,1309.1,1495.1,19
564,0.02,0.01,0.01,0.01,14.9,4.8,0.26,0,0.01,8.7,0,0.36,0.71,982,1164.4,1260.9,24
565,0.02,0.01,0.01,0.01,13,5,0.47,0,0.01,8.9,0,0.2,0.71,982,1061.1,1198.9,
566,0.01,0.01,0.01,0.01,15.3,5.1,0.01,0,0.01,9.1,0,0.6,0.68,982,1123.1,1198.9,13
567,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1936.1,2067,6
568,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1729.4,1874.1,8
569,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1619.2,1763.8,9
570,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
571,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
572,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
573,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
574,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
575,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
576,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,,
577,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
578,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
579,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
580,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1281.5,1398.7,16
581,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,1502,1660.5,10
582,0.01,0.01,0.01,0.01,15.2,5.1,0.01,0,0.01,9.2,0,0.9,0.7,982,,1591.6,12
583,0.04,0.01,0.01,0.01,15,5,0.01,0,0.2,8.8,0,0.5,0.24,982,1019.7,1157.5,15
584,0.03,0.01,0.01,0.01,15,5,0.01,0,0.2,8.8,0,0.98,0.26,982,1026.6,1164.4,35
585,0.02,0.01,0.01,0.01,14.6,5,0.43,0,0.2,8.9,0,0.48,0.2,982,1026.6,1178.2,18
586,0.1,0.5,0.3,12,2,0.02,0.01,0,0.01,5,6,0.03,0,1050,1269,1483,14.5
587,0.1,0.5,0.3,12,2,0.02,0.01,0,0.01,5,6,0.03,0,1050,1232,1490.7,15.5
588,0.1,0.5,0.3,12,2,0.02,0.01,0,0.01,5,6,0.03,0,1050,1342.9,1661.7,18
589,0.12,0.54,1.2,12.02,2,3.01,0.35,0.05,0.41,4,0,0.03,0,1050,1074.9,1342.9,17.9
590,0.1,0.53,0.26,12.32,0.01,0.02,0.01,0.03,0.01,9.75,6,0.03,0,1050,1232,1566.2,14.7
591,0.1,0.62,0.37,12.19,0.01,6.15,0.01,0.03,0.01,10.2,0,0.03,0,1050,1258.2,1650.9,12
592,0.1,0.62,0.37,12.2,0.01,6.15,0.01,0.03,0.01,10.2,0,0.03,0,1050,1258.2,1650.9,12
593,0.1,0.5,0.3,12,2,0.02,0.01,0,0.01,5,6,0.03,0,1050,1099.6,1444.5,14.5
594,0.11,0.58,0.22,11.89,0.01,3.88,0.01,0.02,0.01,10.2,0,0.03,0,1050,1096.5,1492.3,14.5
595,0.04,0.44,0.32,12,0.01,6.16,0.01,0.03,0.01,10,0,0.03,0,1050,1219.7,1674,12.5
596,0.08,0.59,0.3,12.16,0.01,6.3,0.01,0.05,0.01,10,0,0.03,0,1050,1287.4,1801.8,9.7
597,0.09,0.63,0.37,12.3,0.01,3.97,0.01,0.04,0.01,15.2,0,0.03,0,1050,1131.9,1595.4,13.4
598,0.1,0.57,0.24,12.19,0.01,8.9,0.01,0.02,0.01,15.2,0,0.03,0,1050,1228.9,1795.6,2
599,0.04,0.55,0.27,12.29,0.01,5.85,0.01,0.03,0.01,15,0,0.03,0,1050,1287.4,1891.1,11
600,0.09,0.66,0.27,12.28,0.01,0.02,0.01,0.03,0.01,14.8,8,0.03,0,1050,1081.1,1678.6,5.8
601,0.1,0.51,0.32,12,0.01,6.3,0.01,0.04,0.01,14.6,0,0.03,0,1050,1155,1848,13.4
602,0.07,0.57,0.32,11.76,0.01,6.32,0.01,0.05,0.01,15.2,0,0.03,0,1050,1133.4,1931.2,13.4
603,0.11,0.68,0.25,11.9,2.38,1.76,0.33,0.02,0.01,0.01,0,0.03,0,1050,1021,1128.8,23.6
604,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,,1949.9,18
605,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1260.9,1936.1,18
606,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1508.9,1777.6,16
607,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1481.4,1757,
608,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1481.4,1763.8,16
609,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1508.9,1819,10
610,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1460.7,,
611,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1446.9,1791.4,
612,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1371.1,1708.7,14
613,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1433.1,1791.4,11
614,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1378,1743.2,21
615,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1350.4,1708.7,19
616,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1288.4,1632.9,11
617,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1178.2,1495.1,11
618,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1446.9,1846.5,20
619,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1157.5,1481.4,11
620,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1329.8,1701.8,19
621,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1343.6,1722.5,
622,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1446.9,1860.3,
623,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1343.6,,15
624,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1433.1,1853.4,16
625,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1267.8,1646.7,15
626,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1254,1632.9,11
627,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1130,1474.5,15
628,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1371.1,1798.3,14
629,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1226.4,1619.2,15
630,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1260.9,1667.4,18
631,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1605.4,2135.9,12
632,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,,1688.1,22
633,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1481.4,1998.1,
634,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,,1846.5,10
635,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1467.6,1991.2,13
636,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1467.6,1998.1,12
637,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1378,1894.8,
638,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,982,1378,1894.8,13
639,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1488.2,2067,12
640,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1192,1667.4,10
641,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1412.5,1984.3,12
642,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1178.2,1777.6,22
643,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1047.3,1619.2,11
644,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1240.2,1949.9,18
645,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1005.9,1612.3,12
646,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1254,2053.2,12
647,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1178.2,1936.1,16
648,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1219.5,2025.7,16
649,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1584.7,,
650,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1093,1171.3,1956.8,16
651,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1391.8,1481.4,10
652,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1550.3,1853.4,14
653,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1550.3,1853.4,7
654,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1405.6,1736.3,10
655,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1130,1626,6
656,0.15,0.01,0.01,14.5,0.01,5,0.01,0,0.01,13.5,0,0.05,0,1038,1116.2,,10
657,0.01,0.01,0.03,7.93,10.02,0.2,0,0.01,0,8.14,2.29,0.2,0.49,900,1180,1250,12
658,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,825,1710,1750,12
659,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,825,1240,,
660,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,870,1826,1920,4.32
661,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,960,1853,2009,6.03
662,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,825,1762,1855,8.2
663,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,870,1347,1514,
664,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,960,1390,1575,
665,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,825,1323,1462,
666,0.01,0.04,0.04,9.9,6.99,2.75,0,0,0,8.02,2.43,1.8,0,825,1327,1477,
