ID,Sample Index,Column,Row Index,Column Index,Component Index,Prediction,more extreme bagging estimators,Input,Standard Deviations
688_W,688,W,56,10,,0.07838845615287811,0.28,0.0,0.9306087873961332
446_C,446,C,124,0,,0.03375913,0.28,0.03,0.9254887
446_Cr,446,Cr,124,3,,12.509026,0.28,12.54,0.77874726
841_YS/MPa,841,YS/MPa,107,14,,1793.5116,0.28,1853.4,0.6096081
32_Cr,32,Cr,12,3,,0.609573,0.28,0.01,0.38734022
815_V,815,V,101,6,,0.0091005815,0.28,0.01,0.31481665
690_N,690,N,58,7,,0.00341,0.29,0.0,1.2975162
95_UTS/MPa,95,UTS/MPa,33,15,,2305.2346,0.29,2535.5,1.121874
249_Elong/%,249,Elong/%,81,16,,16.133207,0.29,18.3,0.9739779
585_Cr,585,Cr,26,3,,2.9363098,0.29,0.01,0.9478434
54_N,54,N,21,7,,0.00131,0.29,0.0,0.90314764
810_Cr,810,Cr,100,3,,10.816948,0.29,9.8,0.89530087
519_C,519,C,2,0,,0.19681615,0.29,0.23,0.8565015
585_C,585,C,26,0,,0.054957505,0.29,0.02,0.6925795
810_C,810,C,100,0,,0.019728571,0.29,0.01,0.6194719
523_V,523,V,4,6,,0.06705832,0.29,0.01,0.593374
513_V,513,V,0,6,,0.04700509,0.29,0.01,0.4265464
688_N,688,N,56,7,,0.00343,0.3,0.0,1.2849867
162_N,162,N,53,7,,0.00405,0.3,0.0,1.208417
32_Elong/%,32,Elong/%,12,16,,8.51173,0.3,6.0,1.1131619
215_Ti,215,Ti,69,12,,0.18313333,0.3,0.27,1.0870075
192_Co,192,Co,62,9,,5.386660527037245,0.3,0.01,1.0737299727356473
841_Co,841,Co,107,9,,6.861994545251905,0.3,8.62,1.0139167707927739
259_Co,259,Co,87,9,,14.484908985079302,0.3,13.75,0.9127932085952108
776_N,776,N,92,7,,0.00103,0.3,0.0,0.8426504
431_Elong/%,431,Elong/%,122,16,,17.55849,0.3,18.1,0.7593687
461_Al,461,Al,129,11,,1.0421999645233155,0.3,1.02,0.6886705707716814
460_Al,460,Al,128,11,,1.0421999645233155,0.3,1.02,0.6886705707716814
462_Al,462,Al,130,11,,1.0421999645233155,0.3,1.02,0.6886705707716814
215_Ni,215,Ni,69,4,,9.895299978256226,0.3,8.64,0.6563481812485993
450_C,450,C,125,0,,0.03397353,0.3,0.03,0.44561824
557_Cr,557,Cr,19,3,,0.62502974,0.3,0.01,0.3802041
566_Cr,566,Cr,22,3,,0.54166734,0.3,0.01,0.33740282
207_Cr,207,Cr,66,3,,0.056012463,0.3,0.01,0.10965951
690_Ti,690,Ti,58,12,,0.0085333325,0.31,0.0,1.3261578
224_Elong/%,224,Elong/%,72,16,,15.818626,0.31,19.1,1.2547152
595_Co,595,Co,29,9,,11.908377079459164,0.31,10.0,1.1365701714960805
81_YS/MPa,81,YS/MPa,28,14,,2106.8367,0.31,2383.9,1.072773
193_Co,193,Co,63,9,,5.042186733211258,0.31,0.01,1.0427223493858886
704_YS/MPa,704,YS/MPa,64,14,,1658.895,0.31,1615.7,1.0043274
167_Co,167,Co,54,9,,13.475581151054126,0.31,12.5,0.9465555513844632
283_UTS/MPa,283,UTS/MPa,95,15,,1689.4105,0.31,1746.2,0.94614357
109_N,109,N,37,7,,0.0015449999,0.31,0.0,0.93074393
776_YS/MPa,776,YS/MPa,92,14,,1436.9531,0.31,1506.8,0.910822
557_C,557,C,19,0,,0.076804645,0.31,0.01,0.8925715
226_Mo,226,Mo,74,5,,2.725043071527708,0.31,2.06,0.8373859991861335
17_C,17,C,7,0,,0.13762823,0.31,0.16,0.76217645
795_Ti,795,Ti,96,12,,0.20326667,0.31,0.23,0.75788796
141_Cr,141,Cr,46,3,,3.3384168,0.31,1.97,0.56563795
312_Al,312,Al,104,11,,1.0403999650478364,0.31,1.02,0.48165714404832805
95_Cr,95,Cr,33,3,,0.07939634,0.31,0.01,0.34331772
171_N,171,N,55,7,,0.00424,0.32,0.0,1.1678003
54_C,54,C,21,0,,0.089652956,0.32,0.02,1.0572777
40_YS/MPa,40,YS/MPa,15,14,,1345.6841,0.32,1390.4,1.0478171
250_UTS/MPa,250,UTS/MPa,82,15,,1787.7671,0.32,1727.5,1.0217935
267_UTS/MPa,267,UTS/MPa,93,15,,1894.7275,0.32,1836.4,0.91661215
732_W,732,W,71,10,,0.054685261961515866,0.32,0.0,0.8035271111158228
423_UTS/MPa,423,UTS/MPa,120,15,,1304.874,0.32,1288.4,0.7979045
523_Ni,523,Ni,4,4,,10.361400043461472,0.32,11.22,0.3887922658617716
513_Ni,513,Ni,0,4,,10.35670000264421,0.32,11.18,0.38416548755822727
521_Ni,521,Ni,3,4,,10.376400033924728,0.32,11.22,0.37698590681303135
652_N,652,N,45,7,,0.00287,0.33,0.0,1.1888263
32_N,32,N,12,7,,0.0019599998,0.33,0.0,1.0993899
596_UTS/MPa,596,UTS/MPa,30,15,,1673.1134,0.33,1801.8,1.06062
332_Co,332,Co,108,9,,0.3450688642690519,0.33,0.01,0.939839437062705
736_Si,736,Si,73,2,,0.23914999,0.33,0.32,0.9273809
742_UTS/MPa,742,UTS/MPa,76,15,,1316.1542,0.33,1236.6,0.8828427
167_Elong/%,167,Elong/%,54,16,,15.549702,0.33,17.0,0.8775029
226_W,226,W,74,10,,0.049629745634238914,0.33,0.0,0.8444880516487602
212_Ni,212,Ni,68,4,,10.055499958992005,0.33,8.64,0.8271082146941018
690_W,690,W,58,10,,0.09724268432205077,0.33,0.0,0.7523370527778663
693_W,693,W,59,10,,0.08911744762731473,0.33,0.0,0.7499134074166114
53_C,53,C,20,0,,0.049212135,0.33,0.01,0.71730137
459_UTS/MPa,459,UTS/MPa,127,15,,1302.092,0.33,1288.4,0.68623847
521_V,521,V,3,6,,0.04844146,0.33,0.01,0.5423976
620_Cr,620,Cr,36,3,,14.353342,0.33,14.5,0.40107086
136_Mn,136,Mn,43,1,,0.14384998,0.33,0.18,0.2952284
43_Al,43,Al,17,11,,0.3759000015631318,0.34,0.58,1.0042593784655203
595_Cr,595,Cr,29,3,,13.056514,0.34,12.0,0.93183815
154_UTS/MPa,154,UTS/MPa,50,15,,1765.7186,0.34,1688.1,0.9189991
40_Cr,40,Cr,15,3,,6.1224627,0.34,4.65,0.8875943
595_V,595,V,29,6,,0.15903658,0.34,0.01,0.85694206
417_UTS/MPa,417,UTS/MPa,119,15,,1298.6677,0.34,1281.5,0.8297559
455_Co,455,Co,126,9,,-0.16112143402089135,0.34,0.01,0.7679828994042842
764_W,764,W,83,10,,0.04958080299654671,0.34,0.0,0.765633732802275
249_Mo,249,Mo,81,5,,2.5923931273251104,0.34,1.98,0.7569503012512493
639_V,639,V,40,6,,0.09140823,0.34,0.01,0.7281464
81_W,81,W,28,10,,0.20507661886337522,0.34,0.0,0.4781281197803395
32_V,32,V,12,6,,0.07236574,0.34,0.01,0.45686898
136_Co,136,Co,43,9,,10.22158596716908,0.35,12.1,1.0499395802887364
417_C,417,C,119,0,,0.036000103,0.35,0.04,0.9364321
764_Al,764,Al,83,11,,0.4471999992243946,0.35,0.15,0.9173094931757679
523_UTS/MPa,523,UTS/MPa,4,15,,1864.779,0.35,1949.9,0.8712247
193_N,193,N,63,7,,0.0012800001,0.35,0.0,0.8418867
795_UTS/MPa,795,UTS/MPa,96,15,,1246.5732,0.35,1276.0,0.824462
40_Si,40,Si,15,2,,0.079950005,0.35,0.05,0.8200873
823_C,823,C,103,0,,0.18949622,0.35,0.27,0.8181032
823_Cr,823,Cr,103,3,,3.8003724,0.35,0.41,0.7789016
770_Mn,770,Mn,86,1,,0.076349996,0.35,0.05,0.5210493
215_Mn,215,Mn,69,1,,0.17414999,0.35,0.01,0.5132306
92_W,92,W,31,10,,0.23494724944493928,0.35,0.0,0.4437388167871817
267_Ni,267,Ni,93,4,,0.9377999981120229,0.35,1.21,0.2440196202174011
212_Heat treatment/C,212,Heat treatment/C,68,13,,895.3,0.36,830.0,1.175599912616365
605_UTS/MPa,605,UTS/MPa,32,15,,1782.5535,0.36,1936.1,1.1254922
210_Heat treatment/C,210,Heat treatment/C,67,13,,887.4,0.36,830.0,1.080985062111649
70_YS/MPa,70,YS/MPa,25,14,,2122.4717,0.36,2370.2,1.0480238
162_UTS/MPa,162,UTS/MPa,53,15,,1911.391,0.36,1998.1,0.95604503
53_UTS/MPa,53,UTS/MPa,20,15,,1232.5931,0.36,1185.1,0.9099459
519_UTS/MPa,519,UTS/MPa,2,15,,1862.792,0.36,1949.9,0.8499261
596_Elong/%,596,Elong/%,30,16,,12.244533,0.36,9.7,0.80251724
226_C,226,C,74,0,,0.18713693,0.36,0.21,0.7875373
25_Cr,25,Cr,9,3,,13.483437,0.36,14.4,0.7782993
431_UTS/MPa,431,UTS/MPa,122,15,,1389.8944,0.36,1357.3,0.77549696
146_Elong/%,146,Elong/%,47,16,,15.633431,0.36,16.5,0.7614796
53_W,53,W,20,10,,0.04808780282590293,0.36,0.0,0.7425408534771732
54_Ni,54,Ni,21,4,,16.137099895477295,0.36,18.4,0.7048213075146839
226_V,226,V,74,6,,0.06594998,0.36,0.01,0.58179915
652_Cr,652,Cr,45,3,,14.214099,0.36,14.5,0.50493336
193_V,193,V,63,6,,0.10067238,0.36,0.01,0.48870772
550_C,550,C,14,0,,0.014568155,0.36,0.02,0.4319219
704_Cr,704,Cr,64,3,,0.13578507,0.36,0.01,0.17440295
354_V,354,V,111,6,,0.012271029,0.36,0.01,0.1698583
528_N,528,N,6,7,,0.0015849998,0.37,0.0,1.0427912
690_Co,690,Co,58,9,,7.507847640844313,0.37,4.93,1.0303237690685398
742_YS/MPa,742,YS/MPa,76,14,,1136.6854,0.37,1084.2,0.8961266
178_Co,178,Co,57,9,,14.247634324991576,0.37,15.3,0.8718780516551097
557_YS/MPa,557,YS/MPa,19,14,,1237.0259,0.37,1302.2,0.86352324
267_Cr,267,Cr,93,3,,13.004482,0.37,12.43,0.8624001
178_YS/MPa,178,YS/MPa,57,14,,1477.0715,0.37,1605.4,0.8241622
361_Ti,361,Ti,112,12,,0.03663333,0.37,0.05,0.81296957
830_Cr,830,Cr,106,3,,3.6598206,0.37,0.41,0.7374755
15_Heat treatment/C,15,Heat treatment/C,5,13,,1072.85,0.37,1038.0,0.6729972098779511
459_Co,459,Co,127,9,,-0.1450103725836266,0.37,0.01,0.6410371438118364
332_YS/MPa,332,YS/MPa,108,14,,1266.693,0.37,1256.7,0.39737225
636_Cr,636,Cr,39,3,,14.347259,0.37,14.5,0.38093948
732_C,732,C,71,0,,0.027241888,0.37,0.01,0.3793517
579_V,579,V,24,6,,0.028477743,0.37,0.01,0.28571656
387_Cr,387,Cr,114,3,,12.470284,0.37,12.52,0.27798003
704_V,704,V,64,6,,0.022835162,0.37,0.01,0.26066422
193_Cr,193,Cr,63,3,,0.055676993,0.37,0.01,0.10809769
95_N,95,N,33,7,,0.0021499998,0.38,0.0,1.1596236
744_Si,744,Si,77,2,,0.23259999,0.38,0.32,0.99153537
171_Cr,171,Cr,55,3,,10.740475,0.38,9.0,0.977555
6_C,6,C,1,0,,0.13275431,0.38,0.17,0.90940994
259_UTS/MPa,259,UTS/MPa,87,15,,1717.4805,0.38,1763.8,0.84969455
100_Mo,100,Mo,34,5,,2.4032551804726583,0.38,2.1,0.8349490685899507
339_Elong/%,339,Elong/%,109,16,,15.921028,0.38,15.0,0.78455293
829_Cr,829,Cr,105,3,,3.7728071,0.38,0.41,0.7558531
815_Mn,815,Mn,101,1,,0.15020001,0.38,0.07,0.71364474
293_YS/MPa,293,YS/MPa,99,14,,1352.265,0.38,1297.9,0.6839252
95_V,95,V,33,6,,0.4434029,0.38,0.01,0.63794553
432_Cr,432,Cr,123,3,,12.491978,0.38,12.51,0.618448
192_V,192,V,62,6,,0.23878214,0.38,0.01,0.5291685
43_Mn,43,Mn,17,1,,0.06945,0.38,0.05,0.42989877
95_W,95,W,33,10,,0.2213685734073792,0.38,0.0,0.427839782449254
92_Cr,92,Cr,31,3,,0.040530924,0.38,0.01,0.1835308
70_N,70,N,25,7,,0.0018649999,0.39,0.0,1.0814047
829_Co,829,Co,105,9,,7.374367426717905,0.39,3.9,1.0445684355143678
27_V,27,V,10,6,,0.2223865,0.39,0.41,1.0018874
841_N,841,N,107,7,,0.00156,0.39,0.0,0.9973805
513_N,513,N,0,7,,0.0017500002,0.39,0.0,0.9871894
780_Ti,780,Ti,94,12,,0.21093334,0.39,0.24,0.96401167
810_UTS/MPa,810,UTS/MPa,100,15,,1187.1438,0.39,1138.9,0.9261174
617_Elong/%,617,Elong/%,35,16,,14.324946,0.39,11.0,0.92382
262_V,262,V,90,6,,0.05336897,0.39,0.01,0.5986171
6_Cr,6,Cr,1,3,,13.860405,0.39,14.48,0.56428415
345_Cr,345,Cr,110,3,,12.496197,0.39,12.51,0.5265828
70_W,70,W,25,10,,0.1905946564748052,0.39,0.0,0.46412487294286503
92_N,92,N,31,7,,0.0019400001,0.4,0.0,1.1015972
776_Al,776,Al,92,11,,0.39440000273287296,0.4,0.63,0.9511400619104233
25_Elong/%,25,Elong/%,9,16,,10.384365,0.4,13.0,0.89717984
130_Co,130,Co,41,9,,12.60453568854101,0.4,13.8,0.8875846701442737
227_UTS/MPa,227,UTS/MPa,75,15,,1824.7026,0.4,1773.6,0.85408145
43_YS/MPa,43,YS/MPa,17,14,,1398.285,0.4,1437.3,0.85395
528_UTS/MPa,528,UTS/MPa,6,15,,1970.337,0.4,2089.0,0.84279937
151_YS/MPa,151,YS/MPa,48,14,,1639.8452,0.4,1593.7,0.8193979
829_C,829,C,105,0,,0.19100446,0.4,0.27,0.7953513
636_W,636,W,39,10,,0.04767010902540323,0.4,0.0,0.785989584987382
109_Mo,109,Mo,37,5,,2.398884379593033,0.4,2.1,0.7826450353213483
212_Elong/%,212,Elong/%,68,16,,15.428618,0.4,14.4,0.76071334
212_Cr,212,Cr,68,3,,9.93732,0.4,11.3,0.68710625
528_Mo,528,Mo,6,5,,2.6621386483424523,0.4,2.1,0.6812676400715487
361_Co,361,Co,112,9,,-0.11833708846607387,0.4,0.01,0.6256049861118939
81_Elong/%,81,Elong/%,28,16,,8.796858,0.4,10.0,0.5487622
795_Ni,795,Ni,96,4,,9.491999992728234,0.4,10.4,0.52130813190685
151_Ti,151,Ti,48,12,,0.0717,0.4,0.0,0.4570115
250_V,250,V,82,6,,0.03303939,0.4,0.01,0.42210492
54_Cr,54,Cr,21,3,,0.30947503,0.4,0.01,0.42034745
540_Cr,540,Cr,11,3,,0.07462322,0.4,0.01,0.26726687
361_V,361,V,112,6,,0.012643996,0.4,0.01,0.18503998
696_Heat treatment/C,696,Heat treatment/C,61,13,,1070.81,0.41,1149.0,1.151388531345155
81_N,81,N,28,7,,0.001925,0.41,0.0,1.0868814
263_Co,263,Co,91,9,,12.933924160926228,0.41,13.76,0.8737929771598636
207_Elong/%,207,Elong/%,66,16,,11.419412,0.41,10.0,0.7794157
780_Mn,780,Mn,94,1,,0.15155,0.41,0.07,0.7187924
550_V,550,V,14,6,,0.19059746,0.41,0.01,0.71603644
215_Cr,215,Cr,69,3,,9.838573,0.41,11.3,0.69589263
364_Elong/%,364,Elong/%,113,16,,17.449547,0.41,18.0,0.68731546
780_YS/MPa,780,YS/MPa,94,14,,1182.8275,0.41,1213.3,0.6574715
423_YS/MPa,423,YS/MPa,120,14,,1257.4374,0.41,1267.8,0.63412976
345_Co,345,Co,110,9,,-0.09153745886934139,0.41,0.01,0.5278885887469538
810_V,810,V,100,6,,0.08548405,0.41,0.01,0.5074059
218_V,218,V,70,6,,0.36972418,0.41,0.01,0.47675884
193_C,193,C,63,0,,0.017790692,0.41,0.01,0.29305565
429_Cr,429,Cr,121,3,,12.4835,0.41,12.51,0.2529896
736_V,736,V,73,6,,0.14727224,0.41,0.01,0.22287159
823_Si,823,Si,103,2,,0.08119999,0.41,0.01,0.22161166
345_V,345,V,110,6,,0.012191317,0.41,0.01,0.1645737
70_Cr,70,Cr,25,3,,0.027237676,0.41,0.01,0.14255017
283_Mn,283,Mn,95,1,,0.16400002,0.42,0.01,1.0018606
162_Cr,162,Cr,53,3,,10.856743,0.42,9.0,0.9898774
523_N,523,N,4,7,,0.001655,0.42,0.0,0.93419755
519_N,519,N,2,7,,0.001655,0.42,0.0,0.93419755
841_Al,841,Al,107,11,,0.7263000109232962,0.42,1.22,0.9302232835847254
688_UTS/MPa,688,UTS/MPa,56,15,,1866.1229,0.42,1998.1,0.86466223
595_YS/MPa,595,YS/MPa,29,14,,1293.1106,0.42,1219.7,0.72345656
630_Co,630,Co,38,9,,13.048431926068412,0.42,13.5,0.714809913467136
540_Elong/%,540,Elong/%,11,16,,17.247812,0.42,14.0,0.69525194
547_Cr,547,Cr,13,3,,6.462839,0.42,5.0,0.6636002
693_Elong/%,693,Elong/%,59,16,,7.302434,0.42,5.0,0.65869343
742_Mo,742,Mo,76,5,,2.3554202195083667,0.42,2.02,0.538992477217768
293_V,293,V,99,6,,0.10302611,0.42,0.01,0.5297125
267_V,267,V,93,6,,0.042976856,0.42,0.01,0.49903268
70_V,70,V,25,6,,0.17106026,0.42,0.01,0.48256272
238_UTS/MPa,238,UTS/MPa,78,15,,1763.4391,0.42,1794.2,0.4812244
253_V,253,V,84,6,,0.039786488,0.42,0.01,0.44495687
829_Si,829,Si,105,2,,0.09589999,0.42,0.01,0.2879606
557_Ti,557,Ti,19,12,,0.6918667,0.42,0.67,0.14027396
161_Cr,161,Cr,52,3,,10.846591,0.43,9.0,0.966378
27_YS/MPa,27,YS/MPa,10,14,,1543.3326,0.43,1412.5,0.8806243
81_Ti,81,Ti,28,12,,1.3041333,0.43,1.58,0.8161594
795_Mo,795,Mo,96,5,,2.3080512987980084,0.43,2.0,0.729618708730904
193_W,193,W,63,10,,0.05069414266659413,0.43,0.0,0.7088169891843872
744_C,744,C,77,0,,0.091328725,0.43,0.06,0.6596471
43_Ti,43,Ti,17,12,,0.20043333,0.43,0.22,0.3843808
566_C,566,C,22,0,,0.01381824,0.43,0.01,0.31853446
412_Ni,412,Ni,116,4,,8.33140022277832,0.43,8.27,0.29518429906965327
415_Ni,415,Ni,118,4,,8.33140022277832,0.43,8.27,0.29518429906965327
413_Ni,413,Ni,117,4,,8.33140022277832,0.43,8.27,0.29518429906965327
569_V,569,V,23,6,,0.026346931,0.43,0.01,0.29227796
830_Si,830,Si,106,2,,0.088999994,0.43,0.01,0.26468146
259_Ni,259,Ni,87,4,,0.9478999908454716,0.43,0.96,0.03654524897747386
339_Mo,339,Mo,109,5,,2.3736196184578575,0.44,2.1,0.8237483610239901
795_Mn,795,Mn,96,1,,0.2226,0.44,0.1,0.78980577
394_YS/MPa,394,YS/MPa,115,14,,1336.3665,0.44,1357.3,0.77392685
32_Co,32,Co,12,9,,10.529337109125462,0.44,9.2,0.7192032941188244
394_Co,394,Co,115,9,,0.16467366135618083,0.44,0.01,0.6763367242345351
224_YS/MPa,224,YS/MPa,72,14,,1345.327,0.44,1388.1,0.63142467
25_W,25,W,9,10,,0.05089065908189097,0.44,0.0,0.5995724814724832
136_Ti,136,Ti,43,12,,0.135,0.44,0.0,0.5885341
339_V,339,V,109,6,,0.009365988,0.44,0.01,0.35378352
579_C,579,C,24,0,,0.01188107,0.44,0.01,0.3205706
207_V,207,V,66,6,,0.08757752,0.44,0.01,0.3153858
780_V,780,V,94,6,,0.009265478,0.44,0.01,0.23169777
736_Heat treatment/C,736,Heat treatment/C,73,13,,985.09,0.45,1050.0,0.9115384715107645
513_Elong/%,513,Elong/%,0,16,,12.717676,0.45,14.8,0.8981576
605_YS/MPa,605,YS/MPa,32,14,,1363.7539,0.45,1260.9,0.8198586
810_Heat treatment/C,810,Heat treatment/C,100,13,,869.4,0.45,927.0,0.7993988319491979
162_W,162,W,53,10,,0.04776019980840776,0.45,0.0,0.7974123990888137
688_C,688,C,56,0,,0.304934,0.45,0.37,0.7732471
455_Elong/%,455,Elong/%,126,16,,16.731077,0.45,16.0,0.73789275
226_Elong/%,226,Elong/%,74,16,,14.848447,0.45,13.0,0.72585666
291_UTS/MPa,291,UTS/MPa,98,15,,1687.7037,0.45,1640.2,0.66931695
218_UTS/MPa,218,UTS/MPa,70,15,,1718.5363,0.45,1650.0,0.583237
54_Al,54,Al,21,11,,0.16109999988228083,0.45,0.03,0.5800669754323253
630_Cr,630,Cr,38,3,,14.373519,0.45,14.5,0.34038317
815_Mo,815,Mo,101,5,,2.334326605799818,0.46,2.05,0.8349418262001285
742_C,742,C,76,0,,0.13409223,0.46,0.09,0.8081827
178_V,178,V,57,6,,0.16073787,0.46,0.28,0.7667412
585_UTS/MPa,585,UTS/MPa,26,15,,1264.6207,0.46,1178.2,0.7377836
171_Elong/%,171,Elong/%,55,16,,13.406456,0.46,15.0,0.68687576
815_YS/MPa,815,YS/MPa,101,14,,1180.4515,0.46,1207.1,0.57292926
238_V,238,V,78,6,,0.05419164,0.46,0.01,0.46110848
387_C,387,C,114,0,,0.0320766,0.46,0.03,0.40131488
259_V,259,V,87,6,,0.0318496,0.46,0.01,0.40041032
744_V,744,V,77,6,,0.058210336,0.46,0.01,0.3912624
218_C,218,C,70,0,,0.021435548,0.46,0.03,0.32028583
639_Cr,639,Cr,40,3,,14.376418,0.46,14.5,0.25170746
450_Cr,450,Cr,125,3,,12.498553,0.46,12.54,0.20499429
523_Si,523,Si,4,2,,0.025449999,0.47,0.01,1.0750247
167_Si,167,Si,54,2,,0.26300004,0.47,0.01,0.9652694
100_Co,100,Co,34,9,,0.3558317300871952,0.47,0.01,0.8182264458134788
693_C,693,C,59,0,,0.29844865,0.47,0.37,0.8164989
579_YS/MPa,579,YS/MPa,24,14,,1306.9656,0.47,1281.5,0.8127922
290_Elong/%,290,Elong/%,97,16,,16.204727,0.47,17.7,0.7395241
830_C,830,C,106,0,,0.19926864,0.47,0.27,0.7111982
198_C,198,C,65,0,,0.075944014,0.47,0.03,0.6068307
167_C,167,C,54,0,,0.20892389,0.47,0.18,0.5483868
513_YS/MPa,513,YS/MPa,0,14,,1824.135,0.47,1792.1,0.5428826
540_V,540,V,11,6,,0.16382481,0.47,0.01,0.5382846
291_V,291,V,98,6,,0.04106464,0.47,0.01,0.49568644
260_Ni,260,Ni,88,4,,1.0778999933041633,0.47,0.94,0.2594790220569921
81_Cr,81,Cr,28,3,,0.035382498,0.47,0.01,0.18291357
651_V,651,V,44,6,,0.019099882,0.47,0.01,0.1577263
141_Mn,141,Mn,46,1,,0.10609999,0.48,0.16,1.1080384
354_Ni,354,Ni,111,4,,8.329899978637695,0.48,8.36,1.0770668127493401
513_Si,513,Si,0,2,,0.024400001,0.48,0.01,1.0308355
354_C,354,C,111,0,,0.032531317,0.48,0.03,0.7186467
193_YS/MPa,193,YS/MPa,63,14,,1472.869,0.48,1391.8,0.7163561
695_V,695,V,60,6,,0.7951868,0.48,0.56,0.7009117
54_YS/MPa,54,YS/MPa,21,14,,1424.1434,0.48,1460.7,0.6484547
521_C,521,C,3,0,,0.19592817,0.48,0.22,0.64515275
519_Si,519,Si,2,2,,0.0271,0.48,0.01,0.6350387
767_W,767,W,85,10,,0.04696329219211405,0.48,0.0,0.6348815320524741
248_UTS/MPa,248,UTS/MPa,80,15,,1788.3246,0.48,1762.9,0.5720941
547_Ni,547,Ni,13,4,,12.30079999923706,0.48,11.1,0.47459672055021174
652_V,652,V,45,6,,0.025665037,0.48,0.01,0.43219334
513_Co,513,Co,0,9,,13.865812897052955,0.48,13.52,0.3557710809586174
566_V,566,V,22,6,,0.049157538,0.48,0.01,0.35435998
261_V,261,V,89,6,,0.027454896,0.48,0.01,0.34858313
262_Ni,262,Ni,90,4,,0.9990999891795218,0.48,0.94,0.22869180094506625
53_V,53,V,20,6,,0.09939075,0.48,0.01,0.21450192
744_Ti,744,Ti,77,12,,0.067733325,0.49,0.0,1.114437
521_Si,521,Si,3,2,,0.024999999,0.49,0.01,1.0400628
262_Nb,262,Nb,90,8,,0.057599988,0.49,0.08,1.0351754
227_Co,227,Co,75,9,,14.403654440622933,0.49,13.88,0.6342515171199293
555_Co,555,Co,18,9,,7.706100252186652,0.49,8.7,0.6211529208093977
423_C,423,C,120,0,,0.037807677,0.49,0.04,0.58058226
43_Si,43,Si,17,2,,0.08049999,0.49,0.06,0.47517252
92_V,92,V,31,6,,0.16217901,0.49,0.01,0.4639881
394_C,394,C,115,0,,0.031721797,0.49,0.03,0.45583275
830_V,830,V,106,6,,0.13911243,0.49,0.07,0.45174238
417_V,417,V,119,6,,0.009522308,0.49,0.01,0.38181087
605_Cr,605,Cr,32,3,,14.405201,0.49,14.5,0.34999484
54_V,54,V,21,6,,0.15690702,0.49,0.01,0.25542593
160_Nb,160,Nb,51,8,,0.037699997,0.5,0.01,1.1250405
446_Ti,446,Ti,124,12,,0.0306,0.5,0.01,1.0153328
736_Ti,736,Ti,73,12,,0.05743333,0.5,0.0,0.9713601
215_Heat treatment/C,215,Heat treatment/C,69,13,,890.14,0.5,830.0,0.9500658890978538
283_C,283,C,95,0,,0.17194195,0.5,0.19,0.6939662
153_YS/MPa,153,YS/MPa,49,14,,1473.836,0.5,1557.1,0.6745342
146_Ti,146,Ti,47,12,,0.09133333,0.5,0.0,0.47507766
780_Ni,780,Ni,94,4,,10.028299946784973,0.5,10.4,0.36647791471995134
732_Cr,732,Cr,71,3,,0.37545437,0.5,0.01,0.28354055
43_V,43,V,17,6,,0.008987855,0.5,0.01,0.23991908
238_Cr,238,Cr,78,3,,12.635061,0.5,12.51,0.23924904
263_Nb,263,Nb,91,8,,0.060149997,0.51,0.08,1.0003746
830_Co,830,Co,106,9,,6.652001409647243,0.51,3.9,0.8161328497432737
620_Elong/%,620,Elong/%,36,16,,14.513425,0.51,17.1,0.8085148
171_W,171,W,55,10,,0.04609217485180677,0.51,0.0,0.7319911086496557
552_Cr,552,Cr,16,3,,6.474851,0.51,5.1,0.6264896
130_C,130,C,41,0,,0.1827832,0.51,0.16,0.62150306
364_C,364,C,113,0,,0.03209634,0.51,0.03,0.5948066
770_Elong/%,770,Elong/%,86,16,,15.558057,0.51,15.0,0.5617472
736_UTS/MPa,736,UTS/MPa,73,15,,1341.7653,0.51,1296.7,0.49879485
283_V,283,V,95,6,,0.04880091,0.51,0.01,0.47590098
413_Co,413,Co,117,9,,-0.07033255409754183,0.51,0.01,0.4475081144340604
415_Co,415,Co,118,9,,-0.07033255409754183,0.51,0.01,0.4475081144340604
412_Co,412,Co,116,9,,-0.07033255409754183,0.51,0.01,0.4475081144340604
841_V,841,V,107,6,,0.04223607,0.51,0.01,0.4063223
332_V,332,V,108,6,,0.009210882,0.51,0.01,0.32940838
651_Cr,651,Cr,44,3,,14.438246,0.51,14.5,0.19169267
521_N,521,N,3,7,,0.00137,0.52,0.0,0.9917906
547_Mn,547,Mn,13,1,,0.0312,0.52,0.01,0.91822225
136_N,136,N,43,7,,0.000665,0.52,0.0,0.76017374
450_UTS/MPa,450,UTS/MPa,125,15,,1259.4569,0.52,1240.2,0.64182484
780_Elong/%,780,Elong/%,94,16,,16.799961,0.52,16.0,0.6076339
224_UTS/MPa,224,UTS/MPa,72,15,,1787.7163,0.52,1743.2,0.57478094
752_C,752,C,79,0,,0.11786359,0.52,0.09,0.53350145
263_C,263,C,91,0,,0.2007945,0.52,0.21,0.48029983
132_Ti,132,Ti,42,12,,0.0633,0.52,0.0,0.37472245
364_Al,364,Al,113,11,,1.0587999939918518,0.52,1.07,0.3602514396911419
639_C,639,C,40,0,,0.15579905,0.52,0.15,0.32147282
262_Cr,262,Cr,90,3,,12.773175,0.52,12.55,0.31930354
261_Cr,261,Cr,89,3,,12.753466,0.52,12.55,0.3051412
192_Al,192,Al,62,11,,0.11460000047460199,0.52,0.08,0.25614286646823586
